direct_parent_id,direct_parent_lbl,n_inchikeys,n_sources
CHEMONTID:0001250,Phosphocholines,2,1
CHEMONTID:0001303,Organic thiophosphoric acids and derivatives,2,2
CHEMONTID:0001369,Boronic acid esters,2,1
CHEMONTID:0001375,Cyanohydrins,2,1
CHEMONTID:0001408,Phosphatidylcholines,2,1
CHEMONTID:0001437,Benzoxazinones,2,4
CHEMONTID:0001448,Furoic acids,2,3
CHEMONTID:0001469,Cholesterols and derivatives,2,1
CHEMONTID:0001472,Miscellaneous antimonates,2,1
CHEMONTID:0001488,Miscellaneous tungstates,2,2
CHEMONTID:0001524,Organotin compounds,2,1
CHEMONTID:0001559,Cardenolide glycosides and derivatives,2,1
CHEMONTID:0001566,Enynes,2,1
CHEMONTID:0001615,Flavones,2,1
CHEMONTID:0001640,Naphthopyrans,2,2
CHEMONTID:0001641,Naphthopyranones,2,1
CHEMONTID:0001655,Carbonic acid monoesters,2,1
CHEMONTID:0001678,Acyclic allenes,2,2
CHEMONTID:0001694,Aminopyrazines,2,1
CHEMONTID:0001698,Bicyclic amino acids and derivatives,2,1
CHEMONTID:0001724,Pyrethrins,2,1
CHEMONTID:0001807,Spironolactones and derivatives,2,1
CHEMONTID:0001816,Furofurans,2,1
CHEMONTID:0001829,M-terphenyls,2,1
CHEMONTID:0001853,Trioxanes,2,6
CHEMONTID:0001862,Trithianes,2,2
CHEMONTID:0001863,Dithianes,2,2
CHEMONTID:0001879,Delta amino acids and derivatives,2,2
CHEMONTID:0001889,Oxathianes,2,1
CHEMONTID:0001894,Thianes,2,2
CHEMONTID:0001895,Thiopyrans,2,1
CHEMONTID:0001900,Macrolide lactams,2,1
CHEMONTID:0001910,Benzoxepines,2,1
CHEMONTID:0001914,Beta carbolines,2,1
CHEMONTID:0001922,Triazinethiones,2,1
CHEMONTID:0001930,Benzoxadiazoles,2,1
CHEMONTID:0001934,Tetrahydropyridines,2,2
CHEMONTID:0001948,Pyridoxines,2,1
CHEMONTID:0001987,Isosorbides,2,1
CHEMONTID:0002010,Hybrid peptides,2,1
CHEMONTID:0002011,Pyranodioxins,2,1
CHEMONTID:0002023,N-acyl ureas,2,1
CHEMONTID:0002052,Metalloheterocyclic compounds,2,4
CHEMONTID:0002074,Sulfite esters,2,3
CHEMONTID:0002089,Oxoprolines,2,1
CHEMONTID:0002111,Pyranopyridines,2,2
CHEMONTID:0002202,Hydropyrimidines,2,1
CHEMONTID:0002204,C-glycosyl compounds,2,1
CHEMONTID:0002224,Hydropyridines,2,1
CHEMONTID:0002312,Piperidinecarboxamides,2,1
CHEMONTID:0002332,Benzisoxazoles,2,1
CHEMONTID:0002348,Phenylquinolines,2,2
CHEMONTID:0002352,Thioenol ethers,2,1
CHEMONTID:0002366,Non-metal phosphonates,2,2
CHEMONTID:0002409,Oxirane carboxylic acids,2,1
CHEMONTID:0002446,Peroxycarboxylic acids,2,6
CHEMONTID:0002454,Tertiary alkylarylamines,2,3
CHEMONTID:0002464,Hydrazidines,2,3
CHEMONTID:0002503,Hydroxycinnamic acids,2,1
CHEMONTID:0002536,Phenoxides,2,1
CHEMONTID:0002566,Isoquinolines and derivatives,2,1
CHEMONTID:0002582,Neoflavenes,2,1
CHEMONTID:0002631,"2,4,5-trisubstituted imidazoles",2,3
CHEMONTID:0002633,"1,2,4,5-tetrasubstituted imidazoles",2,2
CHEMONTID:0002636,"4,5-disubstituted thiazoles",2,1
CHEMONTID:0002637,"2,4,5-trisubstituted thiazoles",2,2
CHEMONTID:0002640,"4,5-disubstituted oxazoles",2,1
CHEMONTID:0002673,Benzylamines,2,1
CHEMONTID:0002720,Matrine alkaloids,2,1
CHEMONTID:0002769,P-bromophenols,2,5
CHEMONTID:0002774,O-fluorophenols,2,2
CHEMONTID:0002801,Prenylated hydroquinones,2,3
CHEMONTID:0002902,Milbemycins,2,2
CHEMONTID:0002945,"1,3-dioxepanes",2,4
CHEMONTID:0002947,Guanidinobenzoic acids,2,1
CHEMONTID:0002963,Phytoceramides,2,1
CHEMONTID:0002980,N-phenylthioureas,2,3
CHEMONTID:0003030,Polychlorinated biphenyls,2,1
CHEMONTID:0003058,20-oxosteroids,2,1
CHEMONTID:0003078,Aldoximes,2,2
CHEMONTID:0003085,Peroxybenzoic acids and derivatives,2,4
CHEMONTID:0003094,Thiadiazinanes,2,4
CHEMONTID:0003106,O-sulfanylbenzoic acids,2,1
CHEMONTID:0003468,(5'->5')-dinucleotides,2,1
CHEMONTID:0003482,"2,3,5-trisubstituted thiophenes",2,2
CHEMONTID:0003496,Cinnamylphenols,2,4
CHEMONTID:0003574,"4,6-disubstituted 2-deoxystreptamines",2,1
CHEMONTID:0003598,1-naphthalene sulfonic acids and derivatives,2,1
CHEMONTID:0003627,Ynoate esters,2,1
CHEMONTID:0003633,"Propargyl-type 1,3-dipolar organic compounds",2,1
CHEMONTID:0003698,Tyrosols,2,1
CHEMONTID:0003810,Dialkylglycerols,2,3
CHEMONTID:0003889,Vinylogous acids,2,3
CHEMONTID:0003936,Dithiocarbamic acid esters,2,2
CHEMONTID:0003954,Polybrominated biphenyls,2,2
CHEMONTID:0003967,Fluorotelomer alcohols,2,3
CHEMONTID:0004013,C19-gibberellin 6-carboxylic acids,2,1
CHEMONTID:0004050,Perfluoroalkanesulfonyl fluorides,2,1
CHEMONTID:0004085,Dialkyltin dicarboxylates,2,1
CHEMONTID:0004145,D-alpha-amino acids,2,1
CHEMONTID:0004151,Hydroxypyridines,2,1
CHEMONTID:0004165,Phenolic glycosides,2,1
CHEMONTID:0004176,Amino acids,2,1
CHEMONTID:0004190,1-phenylcoumarans,2,2
CHEMONTID:0004206,Pyrazole-4-carboxamides,2,3
CHEMONTID:0004239,Pentaorganoarsanes,2,1
CHEMONTID:0004252,N-acetyl-2-arylethylamines,2,1
CHEMONTID:0004253,2-arylethylamines,2,1
CHEMONTID:0004337,2-nitrothiophenes,2,2
CHEMONTID:0004387,"Pyrazolo[3,4-d]pyrimidines",2,1
CHEMONTID:0004403,Haloquinolines,2,1
CHEMONTID:0004411,Cephalosporin 3'-esters,2,1
CHEMONTID:0004453,Alpha-aminonitriles,2,1
CHEMONTID:0004481,Trimethylsilyl esters,2,1
CHEMONTID:0004502,5'-deoxyribonucleosides,2,1
CHEMONTID:0004527,Chloroacetamides,2,3
CHEMONTID:0004562,Metal cyanates,2,3
CHEMONTID:0004568,Alkylaluminium and derivatives,2,1
CHEMONTID:0004575,Trialkylboranes,2,1
CHEMONTID:0004627,5-alkyl-2-carboxypyrimidines,2,1
CHEMONTID:0004657,5-unsubstituted pyrrogallols,2,2
CHEMONTID:0004660,Benzotriazine organothiophosphates,2,2
CHEMONTID:0004668,"1,3,4-thiadiazol-2-ylureas",2,2
CHEMONTID:0004682,"1,2,4-triazolopyrimidine-2-sulfonanilides",2,4
CHEMONTID:0004696,Phenyl phosphates,2,1
CHEMONTID:0004699,m-Hydroxybenzoic acid esters,2,1
CHEMONTID:0004708,2-pyridylmethylamines,2,1
CHEMONTID:0004711,2-benzimidazolylcarbamic acid esters,2,4
CHEMONTID:0004752,Oxime carbamates,2,3
CHEMONTID:0004782,Trialkylglycerols,2,2
CHEMONTID:0004796,Phenylisopropylamines,2,3
CHEMONTID:0000000,Organic compounds,1,4
CHEMONTID:0000015,Dibenzofurans,1,1
CHEMONTID:0000049,Tametralines,1,1
CHEMONTID:0000056,Quinolones and derivatives,1,1
CHEMONTID:0000069,Azepines,1,1
CHEMONTID:0000072,Dibenzodiazepines,1,1
CHEMONTID:0000091,Pyrrolines,1,1
CHEMONTID:0000106,Oxathiolanes,1,2
CHEMONTID:0000119,Acetophenones,1,1
CHEMONTID:0000123,Benzopyrans,1,1
CHEMONTID:0000144,Chromones,1,1
CHEMONTID:0000150,Dibenzoxazepines,1,1
CHEMONTID:0000204,Xanthones,1,1
CHEMONTID:0000206,Cinnolines,1,1
CHEMONTID:0000217,Pyrazolidines,1,1
CHEMONTID:0000223,Hydrophenanthrenes,1,1
CHEMONTID:0000228,Thiazolidinediones,1,1
CHEMONTID:0000240,Camptothecins,1,1
CHEMONTID:0000244,Biotin and derivatives,1,1
CHEMONTID:0000266,Short-chain hydroxy acids and derivatives,1,2
CHEMONTID:0000271,Carbamic acids,1,1
CHEMONTID:0000272,"1,3-dioxoles",1,1
CHEMONTID:0000278,Organonitrogen compounds,1,2
CHEMONTID:0000280,Beta-amino ketones,1,1
CHEMONTID:0000295,Benzodiazepines,1,1
CHEMONTID:0000317,Benzothiazepines,1,1
CHEMONTID:0000325,Biphenols,1,3
CHEMONTID:0000339,Unsaturated fatty acids,1,1
CHEMONTID:0000340,Hydroperoxy fatty acids,1,2
CHEMONTID:0000342,Pyridinylpyrimidines,1,1
CHEMONTID:0000344,Thienopyridines,1,1
CHEMONTID:0000350,Butyrophenones,1,1
CHEMONTID:0000381,Aporphines,1,1
CHEMONTID:0000382,Phloroglucinols and derivatives,1,1
CHEMONTID:0000404,Miscellaneous chromites,1,4
CHEMONTID:0000405,Organoarsenic compounds,1,2
CHEMONTID:0000430,Homogeneous actinide compounds,1,1
CHEMONTID:0000474,Biguanides,1,1
CHEMONTID:0000476,Cinnamic acids and derivatives,1,1
CHEMONTID:0000497,Aminals,1,1
CHEMONTID:0000499,Imidoesters,1,1
CHEMONTID:0000535,Metalloid sulfides,1,3
CHEMONTID:0000545,Alkaline earth metal nitrides,1,1
CHEMONTID:0000551,Halogen sulfides,1,2
CHEMONTID:0000582,Metalloid bromides,1,2
CHEMONTID:0000633,Alkali metal chlorites,1,4
CHEMONTID:0000640,Alkali metal hypochlorites,1,4
CHEMONTID:0000649,Alkali metal periodates,1,1
CHEMONTID:0000653,Alkali metal perrhenates,1,1
CHEMONTID:0000658,Alkali metal selenates,1,1
CHEMONTID:0000659,Alkali metal selenites,1,2
CHEMONTID:0000664,Alkali metal peroxomonosulfates,1,3
CHEMONTID:0000666,Alkali metal pyrosulfates,1,1
CHEMONTID:0000672,Alkaline earth metal chlorates,1,1
CHEMONTID:0000679,Alkaline earth metal hypochlorites,1,2
CHEMONTID:0000681,Alkaline earth metal hypophosphites,1,2
CHEMONTID:0000682,Alkaline earth metal iodates,1,1
CHEMONTID:0000683,Alkaline earth metal nitrites,1,1
CHEMONTID:0000696,Alkaline earth metal pyrophosphates,1,1
CHEMONTID:0000697,Alkaline earth metal selenates,1,1
CHEMONTID:0000698,Alkaline earth metal selenites,1,1
CHEMONTID:0000719,Post-transition metal hypochlorites,1,3
CHEMONTID:0000727,Post-transition metal perchlorates,1,1
CHEMONTID:0000734,Post-transition metal phosphites,1,5
CHEMONTID:0000736,Post-transition metal pyrophosphates,1,1
CHEMONTID:0000740,Post-transition metal sulfites,1,6
CHEMONTID:0000775,Lanthanide phosphates,1,1
CHEMONTID:0000779,Lanthanide sulfates,1,1
CHEMONTID:0000830,Transition metal bromates,1,1
CHEMONTID:0000831,Transition metal chlorates,1,1
CHEMONTID:0000834,Transition metal chromites,1,3
CHEMONTID:0000846,Transition metal perchlorates,1,1
CHEMONTID:0000853,Transition metal phosphites,1,1
CHEMONTID:0000856,Transition metal selenates,1,1
CHEMONTID:0000866,Transition metal thiosulfates,1,1
CHEMONTID:0000889,Alkali metal aluminates,1,1
CHEMONTID:0000890,Alkali metal antimonates,1,1
CHEMONTID:0000902,Alkali metal stannates,1,1
CHEMONTID:0000909,Alkaline earth metal aluminates,1,2
CHEMONTID:0000912,Alkaline earth metal arsenates,1,3
CHEMONTID:0000918,Alkaline earth metal molybdates,1,2
CHEMONTID:0000922,Alkaline earth metal stannates,1,1
CHEMONTID:0000933,Post-transition metal arsenites,1,1
CHEMONTID:0000935,Post-transition metal borates,1,1
CHEMONTID:0000968,Lanthanide orthovanadates,1,1
CHEMONTID:0000969,Metalloid aluminates,1,2
CHEMONTID:0000992,Transition metal arsenites,1,1
CHEMONTID:0000994,Transition metal borates,1,1
CHEMONTID:0001000,Transition metal stannates,1,1
CHEMONTID:0001002,Transition metal tellurates,1,1
CHEMONTID:0001003,Transition metal tellurites,1,1
CHEMONTID:0001010,Oxime ethers,1,3
CHEMONTID:0001034,Imidoyl chlorides,1,2
CHEMONTID:0001055,Non-metal hydroxides,1,4
CHEMONTID:0001056,Non-metal hypobromites,1,1
CHEMONTID:0001059,Non-metal hypophosphites,1,2
CHEMONTID:0001060,Non-metal iodates,1,1
CHEMONTID:0001061,Non-metal nitrites,1,1
CHEMONTID:0001076,Non-metal selenites,1,1
CHEMONTID:0001082,Non-metal peroxodisulfates,1,4
CHEMONTID:0001085,Non-metal thiosulfates,1,2
CHEMONTID:0001090,Acyl CoAs,1,1
CHEMONTID:0001116,Lipoic acids and derivatives,1,1
CHEMONTID:0001118,Gamma-amino ketones,1,1
CHEMONTID:0001130,"1,2,4-dithiazole-3-thiones",1,1
CHEMONTID:0001136,Flavonols,1,1
CHEMONTID:0001137,Monocarboxylic acids and derivatives,1,1
CHEMONTID:0001140,Harmala alkaloids,1,1
CHEMONTID:0001142,Chrysenes,1,3
CHEMONTID:0001152,Organic nitro compounds,1,4
CHEMONTID:0001181,Sulfuric acid monoamides,1,1
CHEMONTID:0001200,Thioesters,1,1
CHEMONTID:0001227,Imidazolyl carboxylic acids and derivatives,1,1
CHEMONTID:0001249,Flavins,1,1
CHEMONTID:0001252,Indole-3-acetic acid derivatives,1,2
CHEMONTID:0001280,Alpha ketoaldehydes,1,1
CHEMONTID:0001282,Hexamethonium compounds,1,1
CHEMONTID:0001285,Thiamines,1,1
CHEMONTID:0001315,"1,2-dioxolanes",1,2
CHEMONTID:0001318,Hippuric acids,1,1
CHEMONTID:0001321,Pyrimidinecarboxamides,1,1
CHEMONTID:0001362,Flavanonols,1,1
CHEMONTID:0001371,Organotransition metal compounds,1,1
CHEMONTID:0001403,Ergosterols and derivatives,1,1
CHEMONTID:0001411,Carotenes,1,1
CHEMONTID:0001445,"Bile acids, alcohols and derivatives",1,1
CHEMONTID:0001453,Intermetallic transition metal compounds,1,1
CHEMONTID:0001474,Miscellaneous arsenates,1,5
CHEMONTID:0001482,Miscellaneous silicates,1,2
CHEMONTID:0001490,Cholesteryl esters,1,1
CHEMONTID:0001542,Disaccharides,1,2
CHEMONTID:0001552,Sesterterpenoids,1,1
CHEMONTID:0001587,Catechin gallates,1,1
CHEMONTID:0001598,Hydroxyanthraquinones,1,1
CHEMONTID:0001609,Carnitines,1,1
CHEMONTID:0001617,Purine ribonucleoside monophosphates,1,2
CHEMONTID:0001618,Purine ribonucleoside diphosphates,1,1
CHEMONTID:0001619,Purine ribonucleoside triphosphates,1,1
CHEMONTID:0001626,Phenanthrolines,1,1
CHEMONTID:0001634,Naphthofurans,1,1
CHEMONTID:0001647,"1,3-diacylglycerols",1,2
CHEMONTID:0001651,Biopterins and derivatives,1,1
CHEMONTID:0001667,Carboxylic acid amide acetals,1,1
CHEMONTID:0001669,Long-chain ceramides,1,1
CHEMONTID:0001674,Tropolones,1,1
CHEMONTID:0001708,Shogaols,1,1
CHEMONTID:0001733,Pyrroloindoles,1,1
CHEMONTID:0001743,Coumarin glycosides,1,1
CHEMONTID:0001759,Furanoflavones,1,1
CHEMONTID:0001765,Rhamnolipids,1,1
CHEMONTID:0001774,Brassinolides and derivatives,1,3
CHEMONTID:0001806,Organic arsenates,1,4
CHEMONTID:0001831,Carbonyl compounds,1,8
CHEMONTID:0001839,Organic aluminates,1,1
CHEMONTID:0001844,Flavonolignans,1,1
CHEMONTID:0001857,Naphthyridines,1,1
CHEMONTID:0001866,Indolocarbazoles,1,1
CHEMONTID:0001888,Gamma sultones,1,4
CHEMONTID:0001923,Thiazolidinethiones,1,1
CHEMONTID:0001924,Aminopyridazines,1,1
CHEMONTID:0001928,Thienothiazines,1,1
CHEMONTID:0001995,Cyclic peptides,1,1
CHEMONTID:0001998,Purinethiones,1,1
CHEMONTID:0002003,Pleuromutilin and derivatives,1,1
CHEMONTID:0002008,Thiazolecarboxamides,1,1
CHEMONTID:0002018,Thiophene carboxamides,1,3
CHEMONTID:0002020,Thienopyrimidines,1,1
CHEMONTID:0002031,Stigmastanes and derivatives,1,1
CHEMONTID:0002037,Azoxy compounds,1,1
CHEMONTID:0002058,Oxathiins,1,1
CHEMONTID:0002060,Phenoxathiins,1,1
CHEMONTID:0002071,Organic phosphites,1,1
CHEMONTID:0002085,Pyrazinecarboxamides,1,1
CHEMONTID:0002088,Acyloins,1,1
CHEMONTID:0002094,Glucuronic acid derivatives,1,1
CHEMONTID:0002119,Quassinoids,1,1
CHEMONTID:0002133,Dithioketals,1,1
CHEMONTID:0002182,"Pyrimidine 2',3'-dideoxyribonucleosides",1,2
CHEMONTID:0002188,Phthalide isoquinolines,1,1
CHEMONTID:0002198,"Pentahydroxy bile acids, alcohols and derivatives",1,1
CHEMONTID:0002203,Glycosylamines,1,1
CHEMONTID:0002213,Glycerophosphocholines,1,1
CHEMONTID:0002215,Glycerophosphoethanolamines,1,1
CHEMONTID:0002235,Ketazines,1,2
CHEMONTID:0002236,Delta sultones,1,2
CHEMONTID:0002245,Abscisic acids and derivatives,1,4
CHEMONTID:0002262,Gluconolactones,1,2
CHEMONTID:0002274,Allantoins,1,2
CHEMONTID:0002278,Shikimic acids and derivatves,1,1
CHEMONTID:0002288,Thiomorpholines,1,1
CHEMONTID:0002316,Piperazine carboxamides,1,1
CHEMONTID:0002337,Imidazolethiones,1,1
CHEMONTID:0002389,Diazinanes,1,1
CHEMONTID:0002392,Azines,1,1
CHEMONTID:0002416,Pyrrolidine carboxylic acids,1,1
CHEMONTID:0002422,Azetidinecarboxylic acids,1,1
CHEMONTID:0002452,Tertiary amines,1,2
CHEMONTID:0002453,Primary aromatic amines,1,1
CHEMONTID:0002456,Germacrane sesquiterpenoids,1,1
CHEMONTID:0002458,Secondary alkylarylamines,1,1
CHEMONTID:0002466,Oxazaphosphinanes,1,1
CHEMONTID:0002483,Dicarboxdiimides,1,2
CHEMONTID:0002512,Quinic acids and derivatives,1,1
CHEMONTID:0002516,N-piperazineacetamides,1,1
CHEMONTID:0002539,Hemiketals,1,1
CHEMONTID:0002553,Quinoline carboxamides,1,1
CHEMONTID:0002577,Phenylthiomorpholines,1,2
CHEMONTID:0002596,4'-O-methylated flavonoids,1,1
CHEMONTID:0002610,Iodohydrins,1,1
CHEMONTID:0002642,"3,4-dihydrocoumarins",1,2
CHEMONTID:0002643,"6,7-dihydroxycoumarins",1,1
CHEMONTID:0002645,Halogenated steroids,1,1
CHEMONTID:0002687,4'-O-methylisoflavones,1,1
CHEMONTID:0002729,Cerveratrum-type alkaloids,1,1
CHEMONTID:0002746,Lysergamides,1,1
CHEMONTID:0002747,Clavines and derivatives,1,1
CHEMONTID:0002767,M-bromophenols,1,1
CHEMONTID:0002771,O-chlorophenols,1,2
CHEMONTID:0002773,M-fluorophenols,1,2
CHEMONTID:0002786,M-sulfanylbenzoic acids and derivatives,1,1
CHEMONTID:0002787,P-sulfanylbenzoic acids and derivatives,1,1
CHEMONTID:0002788,M-sulfanylbenzoic acids,1,1
CHEMONTID:0002820,Isoflav-3-enones,1,1
CHEMONTID:0002855,Phosphorus mustard compounds,1,3
CHEMONTID:0002908,Hydroxycoumarins,1,1
CHEMONTID:0002910,Borinanes,1,1
CHEMONTID:0002912,Alpha-hydroxy ketones,1,3
CHEMONTID:0002921,"1,2-diazepanes",1,1
CHEMONTID:0002925,"1,3,4-oxadiazoles",1,1
CHEMONTID:0002954,Tetrahydrofolic acids,1,1
CHEMONTID:0002958,Dihydroisoquinolines,1,1
CHEMONTID:0002981,N-acyl-phenylthioureas,1,1
CHEMONTID:0002993,7-hydroxyflavonoids,1,2
CHEMONTID:0003007,Phenanthrols,1,1
CHEMONTID:0003009,Aminosalicylic acids,1,1
CHEMONTID:0003017,Benzacridines,1,1
CHEMONTID:0003075,"1-sulfo,2-unsubstituted aromatic compounds",1,1
CHEMONTID:0003080,N-aliphatic s-triazines,1,3
CHEMONTID:0003107,Carbothioic S-acids,1,1
CHEMONTID:0003220,Borinic acid esters,1,2
CHEMONTID:0003222,Organoboroxines,1,1
CHEMONTID:0003223,Acetohydroxamic acids,1,1
CHEMONTID:0003229,16-hydroxysteroids,1,1
CHEMONTID:0003271,Dialkylsilanediols,1,2
CHEMONTID:0003293,Transition metal metavanadates,1,1
CHEMONTID:0003298,Polypeptides,1,1
CHEMONTID:0003305,Aminosaccharides,1,1
CHEMONTID:0003307,Disaccharide sulfates,1,1
CHEMONTID:0003319,"Pyridyl-1,2,4-triazoles",1,1
CHEMONTID:0003327,Fatty acyl thioesters,1,1
CHEMONTID:0003383,Thiophosphate diesters,1,1
CHEMONTID:0003409,Isobenzofuranones,1,1
CHEMONTID:0003472,2'-Hydroxychalcones,1,1
CHEMONTID:0003473,2'-Hydroxy-dihydrochalcones,1,1
CHEMONTID:0003474,Retrochalcones,1,1
CHEMONTID:0003485,Angular pyranocoumarins,1,1
CHEMONTID:0003519,8-prenylated xanthones,1,1
CHEMONTID:0003522,"2,2-dimethyl-1-benzopyrans",1,1
CHEMONTID:0003528,Rotenones,1,2
CHEMONTID:0003538,Gallic acids,1,1
CHEMONTID:0003569,Pregnane steroids,1,2
CHEMONTID:0003655,"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1,1
CHEMONTID:0003670,Aryl ketones,1,1
CHEMONTID:0003688,Diazo compounds,1,1
CHEMONTID:0003718,"1,3-substituted cyclopentyl purine nucleosides",1,2
CHEMONTID:0003788,Aconitane-type diterpenoid alkaloids,1,1
CHEMONTID:0003814,Alkyldiacylglycerols,1,1
CHEMONTID:0003865,Organic salts,1,1
CHEMONTID:0003866,Inorganic salts,1,1
CHEMONTID:0003869,Phosphoric diester monoamides,1,1
CHEMONTID:0003870,Phosphoric monoester diamides,1,1
CHEMONTID:0003890,Vinylogous amides,1,1
CHEMONTID:0003896,Silyl monohalides,1,2
CHEMONTID:0003912,4-aroylquinolines,1,2
CHEMONTID:0003918,Saccharolipids,1,1
CHEMONTID:0003929,Organic sulfate salts,1,1
CHEMONTID:0003989,Acylals,1,1
CHEMONTID:0003990,Organosulfonic anhydrides,1,1
CHEMONTID:0004001,"2-amino-1,3,4-thiadiazoles",1,1
CHEMONTID:0004003,"2-amino-1,3-thiazoles",1,1
CHEMONTID:0004048,Perfluoroalkane sulfonamidoethanols,1,1
CHEMONTID:0004053,Trivalent inorganic arsenic compounds,1,2
CHEMONTID:0004055,Trivalent organic arsenic compounds,1,1
CHEMONTID:0004077,Inorganic antimony salts,1,6
CHEMONTID:0004078,Organic antimony salts,1,3
CHEMONTID:0004121,Norbelladine-type amaryllidaceae alkaloids,1,1
CHEMONTID:0004128,Galanthamine-type amaryllidaceae alkaloids,1,2
CHEMONTID:0004143,Methionine and derivatives,1,1
CHEMONTID:0004148,N-acyl-L-alpha-amino acids,1,1
CHEMONTID:0004195,Allyl sulfur compounds,1,1
CHEMONTID:0004199,"1,3,5-dithiazinanes",1,1
CHEMONTID:0004201,Triazolobenzothiazoles,1,2
CHEMONTID:0004215,p-Xylenols,1,3
CHEMONTID:0004223,"N,N-dialkyl-m-toluamides",1,2
CHEMONTID:0004226,"1,2,4-triazolo[4,3-a][1,4]benzodiazepines",1,1
CHEMONTID:0004289,Tetraorganolead compounds,1,6
CHEMONTID:0004311,Histidine and derivatives,1,1
CHEMONTID:0004312,Asparagine and derivatives,1,1
CHEMONTID:0004331,Imidazoquinolines,1,1
CHEMONTID:0004338,3-nitrothiophenes,1,1
CHEMONTID:0004342,"Phenyl-1,3-oxazoles",1,1
CHEMONTID:0004351,Oligonucleotides,1,1
CHEMONTID:0004390,"Pyrazolo[1,5-a]pyrimidines",1,1
CHEMONTID:0004410,Cephalosporin 3'-carbamates,1,1
CHEMONTID:0004412,3'-quaternary ammonium cephalosporins,1,1
CHEMONTID:0004434,Organic sulfonic acids and derivatives,1,2
CHEMONTID:0004477,Aromatic hydrocarbons,1,2
CHEMONTID:0004506,N-acetylarylamines,1,1
CHEMONTID:0004529,3-methylindoles,1,1
CHEMONTID:0004536,1-arylbiguanides,1,2
CHEMONTID:0004543,N-methylpyridinium compounds,1,1
CHEMONTID:0004565,Haloacetylenes and derivatives,1,1
CHEMONTID:0004572,Alkylhalophosphines,1,1
CHEMONTID:0004577,Acylsalicylic acids,1,2
CHEMONTID:0004604,Diazonium sulfates,1,1
CHEMONTID:0004628,4-alkoxyphenols,1,1
CHEMONTID:0004630,Benzyl alkyl sulfoxides,1,1
CHEMONTID:0004638,Alkoxy-S-triazines,1,4
CHEMONTID:0004650,N-phenylhydroxylamines,1,1
CHEMONTID:0004665,"Phosphoramidothioic-acid-O,S-diesters",1,2
CHEMONTID:0004683,"Aryl 1,2,4-triazolones",1,1
CHEMONTID:0004688,1-hydroxynaphthalene-2-carboxanilides,1,2
CHEMONTID:0004695,"1,4-dihydroxy-2-halobenzenoids",1,2
CHEMONTID:0004717,M-haloacetanilides,1,1
CHEMONTID:0004719,P-haloacetanilides,1,1
CHEMONTID:0004750,2-pyrimidinylthiobenzoic acids,1,1
CHEMONTID:0004756,2-furanilides,1,2
CHEMONTID:0004757,3-furanilides,1,1
CHEMONTID:0004758,Furoic acid and derivatives,1,1
CHEMONTID:0004759,Furan-3-carboxylic acid and derivatives,1,2
CHEMONTID:0004770,"1,3,4-thiadiazol-3-yl-organothiophosphates",1,2
CHEMONTID:0004794,Chloronaphthalenes,1,1
CHEMONTID:0004803,Organic dichromates,1,1
CHEMONTID:0004823,"2,6-dimethyl-3-benzazocines",1,1
CHEMONTID:0004831,Oligopeptides,1,1
